# case	disease	pipeline_name	pipeline_version	timestamp	C3Y	DCC_path	filesize	file_format	md5sum	Input_Sample_Name	Input_UUID
C3L-00102	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00102.181012_UNC32-K00270_0124_AH223CBBXY_TGACCA_S25_L002_R1_001_fastqc.html.gz	285024	html	9e318e8cf80f7d89a0f0901762f99a0d	C3L-00102.miRNA-Seq.R1.T	ac373bf2-82ca-4b32-8ea9-23ac94f9516b
C3L-00102	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00102.181108_UNC31-K00269_0162_AH255GBBXY_ACTGAT_S1_L001_R1_001_fastqc.html.gz	281457	html	8591ad70b5466239a7b382fae571cde4	C3L-00102.miRNA-Seq.R1.A	26e642b2-15e2-4d7b-8946-d394e22f1918
C3L-00104	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00104.180724_UNC32-K00270_0106_BHWK3MBBXX_CATGGC_S10_L007_R1_001_fastqc.html.gz	269113	html	14b7ed2283fc86065b160d4a40d79257	C3L-00104.miRNA-Seq.R1.T	c1900bd7-ab7d-419b-896c-fbbc14fe43da
C3L-00189	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00189.181012_UNC32-K00270_0124_AH223CBBXY_TATAAT_S17_L001_R1_001_fastqc.html.gz	300376	html	a5e49669a462cdfa204e4be90457f096	C3L-00189.miRNA-Seq.R1.T	1c75a982-0d06-4537-9431-b57cb367e270
C3L-00265	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00265.181012_UNC32-K00270_0124_AH223CBBXY_GTGGCC_S40_L004_R1_001_fastqc.html.gz	288101	html	2579c4043daf4d5fadd9d995b2fa0e8f	C3L-00265.miRNA-Seq.R1.T	2141f646-d3d8-4344-a5b0-e0a04004544a
C3L-00277	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00277.181113_UNC31-K00269_0164_AH23NNBBXY_CTAGCT_S14_L001_R1_001_fastqc.html.gz	306646	html	205508ef00b5a262ea05bc38d23a3bc1	C3L-00277.miRNA-Seq.R1.T	86eb93c8-6a5d-4060-8874-90b1b465ac8b
C3L-00278	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00278.181012_UNC32-K00270_0124_AH223CBBXY_GGCTAC_S32_L002_R1_001_fastqc.html.gz	286407	html	a22db31ef195276f5bc5df983f1f8266	C3L-00278.miRNA-Seq.R1.T	95899771-962f-4a84-b765-b07b49316009
C3L-00349	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00349.181113_UNC31-K00269_0164_AH23NNBBXY_CTATAC_S15_L001_R1_001_fastqc.html.gz	282896	html	b65ddc543bb8149b9fe8891469f16cf5	C3L-00349.miRNA-Seq.R1.T	9c5b93e8-395e-4f7e-a766-bcfe54f6dbd4
C3L-00365	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00365.181012_UNC32-K00270_0124_AH223CBBXY_CAAAAG_S2_L003_R1_001_fastqc.html.gz	284939	html	41674e38a3771d96e6120bd07928ca08	C3L-00365.miRNA-Seq.R1.T	5d5d3867-865a-40b9-a294-439c47bcfe27
C3L-00395	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00395.181012_UNC32-K00270_0124_AH223CBBXY_ATCACG_S22_L004_R1_001_fastqc.html.gz	282163	html	6d1f282056fd112eb53d4b76e903b21e	C3L-00395.miRNA-Seq.R1.T	8ab3bbb8-7519-4a8d-a581-35c403575d87
C3L-00395	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00395.181108_UNC31-K00269_0162_AH255GBBXY_GGTAGC_S48_L002_R1_001_fastqc.html.gz	292646	html	251411791a08daeab28514a20306274b	C3L-00395.miRNA-Seq.R1.A	a0631842-46de-43d6-a384-6f8ea3f8eff5
C3L-00401	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00401.181012_UNC32-K00270_0124_AH223CBBXY_GCCAAT_S27_L004_R1_001_fastqc.html.gz	304201	html	bac851b6e750ee4b5cb41ecfc77cfe56	C3L-00401.miRNA-Seq.R1.T	94356b60-b256-4d24-b079-35eb6be3b8e3
C3L-00415	LSCC	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00415.181113_UNC31-K00269_0164_AH23NNBBXY_CCGTCC_S40_L006_R1_001_fastqc.html.gz	286515	html	b5638199719eda92824cccc3fe111014	C3L-00415.miRNA-Seq.R1.A	a5099ecc-8f41-4e11-bb14-4c54ed621678
C3L-00424	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00424.181012_UNC32-K00270_0124_AH223CBBXY_CGTACG_S42_L005_R1_001_fastqc.html.gz	287005	html	624da4093276d74ed079e93c2a28d313	C3L-00424.miRNA-Seq.R1.T	20a42a8a-4a14-49ee-804f-ffdb70d54601
C3L-00429	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00429.180924_UNC31-K00269_0154_AHWTMLBBXX_CAGGCG_S38_L002_R1_001_fastqc.html.gz	273708	html	28a38060339f968493d9a28e3a09623a	C3L-00429.miRNA-Seq.R1.T	4ae14b6b-546c-45cd-a9e0-78ea84cb8449
C3L-00452	AML	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00452.180724_UNC32-K00270_0106_BHWK3MBBXX_ATCACG_S25_L008_R1_001_fastqc.html.gz	262154	html	8172e9f396bfb35c7f8ed4a528f84c2f	C3L-00452.miRNA-Seq.R1.Tbm	a28bb85a-f621-454d-8636-9144c8b5eb51
C3L-00453	AML	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00453.180724_UNC32-K00270_0106_BHWK3MBBXX_ACTTGA_S31_L008_R1_001_fastqc.html.gz	269981	html	8211c58f62c94bbc857a0613d40d2ba9	C3L-00453.miRNA-Seq.R1.Tbm	0f3b8fd0-c162-4336-aeb3-3c270e050c72
C3L-00455	AML	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00455.180924_UNC31-K00269_0154_AHWTMLBBXX_TCCCGA_S26_L002_R1_001_fastqc.html.gz	271288	html	2fe853f269a9b0c84dad75d64c30146b	C3L-00455.miRNA-Seq.R1.Tbm	50411397-8eb6-4f20-9b85-517a345b527b
C3L-00457	AML	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00457.180828_UNC32-K00270_0112_AHWTLNBBXX_ATCACG_S23_L006_R1_001_fastqc.html.gz	275836	html	58b70eb5eea0f754cfd6486b84c8968d	C3L-00457.miRNA-Seq.R1.Tbm	5f82f2a9-5ff4-498d-a9ae-3b57be41f8ab
C3L-00458	AML	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00458.181012_UNC32-K00270_0124_AH223CBBXY_CATGGC_S7_L001_R1_001_fastqc.html.gz	276983	html	cb77873f2e2801f7b9f788055b3e38c4	C3L-00458.miRNA-Seq.R1.Tbm	953b385a-dd35-4e1d-8c37-0151b8442ca1
C3L-00459	AML	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00459.180724_UNC32-K00270_0106_BHWK3MBBXX_CGATGT_S45_L008_R1_001_fastqc.html.gz	257243	html	60b976dc31dd44905fe0894da1a916c1	C3L-00459.miRNA-Seq.R1.Tbm	c43fd842-e127-4e6b-b5c0-146b0fb130e9
C3L-00460	AML	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00460.180924_UNC31-K00269_0154_AHWTMLBBXX_TCATTC_S27_L002_R1_001_fastqc.html.gz	252425	html	0c0658a7144c0026318c1aacbb851281	C3L-00460.miRNA-Seq.R1.Tbm	3f7e9103-51ce-4e39-8dac-93d83fb7c4da
C3L-00461	AML	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00461.180724_UNC32-K00270_0106_BHWK3MBBXX_TCGGCA_S23_L007_R1_001_fastqc.html.gz	279973	html	190c72ea30a98f06b91f4e53c1c0d9b2	C3L-00461.miRNA-Seq.R1.Tbm	f5eb53ff-6aec-403b-b3b4-1b8dd93e14ed
C3L-00465	AML	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00465.181012_UNC32-K00270_0124_AH223CBBXY_ATGTCA_S36_L004_R1_001_fastqc.html.gz	269095	html	b7bb9055b5b4714c136f8aede7ec034c	C3L-00465.miRNA-Seq.R1.Tbm	669b4502-5bec-4a62-a399-6ffb0add9810
C3L-00503	LSCC	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00503.181012_UNC32-K00270_0124_AH223CBBXY_TCGAAG_S20_L001_R1_001_fastqc.html.gz	295290	html	766e8c7ed2d469ebd961601335de52a9	C3L-00503.miRNA-Seq.R1.T	f77dcb33-e315-4399-b956-0c5121540ad4
C3L-00503	LSCC	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00503.181113_UNC31-K00269_0164_AH23NNBBXY_ACTGAT_S1_L005_R1_001_fastqc.html.gz	273352	html	964c42956924045f27f11dce933b697e	C3L-00503.miRNA-Seq.R1.A	8037199a-72cf-4d22-9b07-61b016a09543
C3L-00528	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00528.181113_UNC31-K00269_0164_AH23NNBBXY_GTCCGC_S42_L002_R1_001_fastqc.html.gz	299894	html	058abef94dd23db34ba271041bbae7ea	C3L-00528.miRNA-Seq.R1.T	d85c90bc-522a-44da-a52d-4a2be37b6cb0
C3L-00564	SAR	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/SAR/CPTAC3_SAR_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00564.181012_UNC32-K00270_0124_AH223CBBXY_GGTAGC_S44_L005_R1_001_fastqc.html.gz	308360	html	837ac86b4a1174e8983dfb786b26593c	C3L-00564.miRNA-Seq.R1.T	b1800d4a-6db4-437d-bb9d-1d6acf1d03d7
C3L-00567	SAR	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/SAR/CPTAC3_SAR_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00567.181012_UNC32-K00270_0124_AH223CBBXY_ATGAGC_S46_L005_R1_001_fastqc.html.gz	311575	html	31525138f6a568c9001c3fac22d5ecff	C3L-00567.miRNA-Seq.R1.T	598ef416-12e6-4eeb-9dfd-a7f2485908d3
C3L-00567	SAR	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/SAR/CPTAC3_SAR_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00567.181113_UNC31-K00269_0164_AH23NNBBXY_ACAGTG_S29_L006_R1_001_fastqc.html.gz	282093	html	1159f485f4110e3ada88abbbf7934d00	C3L-00567.miRNA-Seq.R1.A	b049a15d-d5f1-41cc-8e2a-1e555200d31a
C3L-00568	LSCC	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00568.181113_UNC31-K00269_0164_AH23NNBBXY_GTAGAG_S41_L006_R1_001_fastqc.html.gz	281239	html	6cd42452a1938becdfde91efce1d21cb	C3L-00568.miRNA-Seq.R1.A	bfca3026-aa9e-4ef8-98a7-e0e1c1b37a5e
C3L-00589	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00589.180924_UNC31-K00269_0154_AHWTMLBBXX_ACTGAT_S6_L003_R1_001_fastqc.html.gz	294132	html	2ba7333c4d9afdd83225dab5108ab4d8	C3L-00589.miRNA-Seq.R1.T	60cf29ed-73a6-4879-b7e3-f42bb3e0f108
C3L-00589	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00589.181108_UNC31-K00269_0162_AH255GBBXY_ATGAGC_S2_L001_R1_001_fastqc.html.gz	264285	html	138f21572ae042f0beb11e2b4bbf1324	C3L-00589.miRNA-Seq.R1.A	0caa96af-8cbb-4c0d-89b8-41c06eb186c0
C3L-00598	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00598.181012_UNC32-K00270_0124_AH223CBBXY_CAGATC_S28_L004_R1_001_fastqc.html.gz	303662	html	f5d07846c28635bb7b1aab23851c8aa4	C3L-00598.miRNA-Seq.R1.T	e366f423-b9de-41e4-8cfc-62b2034cd60e
C3L-00599	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00599.181012_UNC32-K00270_0124_AH223CBBXY_CAACTA_S48_L006_R1_001_fastqc.html.gz	290234	html	1a97e47baa855de1c9c19c5e2654f809	C3L-00599.miRNA-Seq.R1.T	561f5dfe-19d9-4379-ae41-7fd0eb7fb6d6
C3L-00603	LSCC	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00603.180924_UNC31-K00269_0154_AHWTMLBBXX_ATGAGC_S5_L003_R1_001_fastqc.html.gz	263451	html	3f24bb43951fded0ed0f24b4811b5fe9	C3L-00603.miRNA-Seq.R1.T	2b8cb122-7beb-4c90-8ebe-61ee92f03bf4
C3L-00603	LSCC	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00603.181113_UNC31-K00269_0164_AH23NNBBXY_GGTAGC_S48_L005_R1_001_fastqc.html.gz	279277	html	a7123cfb9203a4bb96a20e5e6622cd7d	C3L-00603.miRNA-Seq.R1.A	d1997250-daa2-46b5-9f5c-5ed8fdee3cde
C3L-00622	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00622.181012_UNC32-K00270_0124_AH223CBBXY_CACCGG_S3_L006_R1_001_fastqc.html.gz	300967	html	f83109bf2c10396ea307e519027f5e46	C3L-00622.miRNA-Seq.R1.T	08a9c459-3df5-48a2-b1cc-18f8eed9c31d
C3L-00622	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00622.181108_UNC31-K00269_0162_AH255GBBXY_CAACTA_S5_L001_R1_001_fastqc.html.gz	283479	html	36dbcfb8f6356b0921e4ae162e6f3533	C3L-00622.miRNA-Seq.R1.A	46e8dbc7-f114-4e6d-a4a5-baa2e6ed12ef
C3L-00625	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00625.181113_UNC31-K00269_0164_AH23NNBBXY_TATAAT_S20_L001_R1_001_fastqc.html.gz	301740	html	64b0895932af26df0517cdfff8f14fdc	C3L-00625.miRNA-Seq.R1.T	2ecc8cf1-f726-442e-a5e0-7a2164cd3185
C3L-00629	CM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/CM/CPTAC3_CM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00629.181113_UNC31-K00269_0164_AH23NNBBXY_GTCCGC_S42_L004_R1_001_fastqc.html.gz	267246	html	683e0f451478deae6f18e58a549b1fce	C3L-00629.miRNA-Seq.R1.T	00f45c51-5d2c-4344-9494-41c7fea48820
C3L-00631	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00631.181012_UNC32-K00270_0124_AH223CBBXY_GTCCGC_S39_L004_R1_001_fastqc.html.gz	285557	html	c2640099c2a66188ebddbe79aec0fe0b	C3L-00631.miRNA-Seq.R1.T	00f30318-1eda-4055-9099-0df26312ac0b
C3L-00640	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00640.181108_UNC31-K00269_0162_AH255GBBXY_CAAAAG_S4_L001_R1_001_fastqc.html.gz	284022	html	7954dac97c8874c2b7f64505ca99bb8c	C3L-00640.miRNA-Seq.R1.A	eb0528d9-18a5-4e0b-a179-742bee231a9e
C3L-00640	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00640.181108_UNC31-K00269_0163_BH23TVBBXY_ACAGTG_S5_L001_R1_001_fastqc.html.gz	288955	html	3244077176807a6c24a9719a85a66d47	C3L-00640.miRNA-Seq.R1.T	83d12d2c-431d-4442-b7e4-d75a0339f8f5
C3L-00671	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00671.181108_UNC31-K00269_0163_BH23TVBBXY_TGACCA_S4_L001_R1_001_fastqc.html.gz	283060	html	1a6cc9f3a70aed909fc18636fc56b10c	C3L-00671.miRNA-Seq.R1.T	ce5b679a-49d7-4c05-9636-495538592286
C3L-00674	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00674.181113_UNC31-K00269_0164_AH23NNBBXY_TACAGC_S19_L001_R1_001_fastqc.html.gz	285419	html	a4510fcc51ecd753dbdbeef412db6e04	C3L-00674.miRNA-Seq.R1.T	904ae390-deee-41df-8863-818ee6a44fd9
C3L-00677	GBM	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00677.181012_UNC32-K00270_0124_AH223CBBXY_ACTGAT_S45_L006_R1_001_fastqc.html.gz	270420	html	265ae188ad76b5467aa8d07d68f04ad1	C3L-00677.miRNA-Seq.R1.T	8472f712-2163-452b-9230-5cb23ec82628
C3L-00789	CCRCC	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00789.180924_UNC31-K00269_0154_AHWTMLBBXX_TCGAAG_S25_L002_R1_001_fastqc.html.gz	277145	html	3188d97abb10444133b23f7044f38b92	C3L-00789.miRNA-Seq.R1.T	328b1832-e989-49f8-a39f-d087a50086d2
C3L-00815	CCRCC	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00815.181108_UNC31-K00269_0163_BH23TVBBXY_TGACCA_S4_L008_R1_001_fastqc.html.gz	273898	html	90c0c7ee155084577c5c114b44541249	C3L-00815.miRNA-Seq.R1.T	383c18bd-c05b-4476-b14a-b322b475d8f6
C3L-00819	PDA	miRNA-Seq_QC	v1.0	20200115	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_miRNA-Seq_QC_v1.0_Y2.b123_20200115/C3L-00819.181012_UNC32-K00270_0124_AH223CBBXY_ATTCCT_S1_L001_R1_001_fastqc.html.gz	298915	html	08b64880e8522ba2750bf3e3df7501f3	C3L-00819.miRNA-Seq.R1.T	773232b6-8bb1-425d-b741-59665f42b6c1
